sample_id,spam_feature_1,spam_feature_2,spam_feature_3,spam_feature_4,spam_feature_5,spam_feature_6,spam_feature_7,spam_feature_8,spam_feature_9,spam_feature_10,spam_feature_11,spam_feature_12,spam_feature_13,spam_feature_14,spam_feature_15,spam_feature_16,spam_feature_17,spam_feature_18,spam_feature_19,spam_feature_20,spam_feature_21,spam_feature_22,spam_feature_23,spam_feature_24,spam_feature_25,spam_feature_26,spam_feature_27,spam_feature_28,spam_feature_29,spam_feature_30,spam_feature_31,spam_feature_32,spam_feature_33,spam_feature_34,spam_feature_35,spam_feature_36,spam_feature_37,spam_feature_38,spam_feature_39,spam_feature_40,spam_feature_41,spam_feature_42,spam_feature_43,spam_feature_44,spam_feature_45,spam_feature_46,spam_feature_47,spam_feature_48,spam_feature_49,spam_feature_50,spam_feature_51,spam_feature_52,spam_feature_53,spam_feature_54,spam_feature_55,spam_feature_56,spam_feature_57,target
110,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,2,2,1
111,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,6,6,4,1
112,1,1,4,1,2,1,2,1,1,1,1,2,1,1,1,1,1,3,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,8,7,1
113,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,4,1
114,2,2,4,1,3,1,1,2,1,3,2,4,1,1,1,1,2,1,6,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,1,3,1,7,7,8,1
115,1,1,5,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,4,1,1,3,5,6,1
116,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,8,8,1
117,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,8,8,1
118,1,1,1,1,4,1,2,2,2,3,2,5,1,1,1,1,3,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,9,9,7,1
119,1,2,4,1,4,1,2,1,1,1,1,3,2,1,1,2,3,1,7,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,4,1,8,9,6,1
120,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,8,8,1
121,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,8,8,1
122,3,2,3,1,1,1,1,1,2,2,2,4,2,1,1,1,2,1,7,1,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,2,9,9,9,1
123,1,1,4,1,2,1,1,1,1,2,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,8,9,9,1
124,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,7,7,1
125,2,1,4,1,2,2,1,2,1,2,2,6,1,1,1,1,3,2,5,1,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,2,1,8,9,8,1
126,3,1,3,1,4,1,1,1,1,1,2,5,1,1,1,1,1,1,8,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,3,1,7,7,6,1
127,1,1,1,1,1,1,2,1,1,1,1,5,1,1,1,1,1,2,8,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,9,7,6,1
128,1,1,1,1,4,1,2,2,1,2,1,4,1,1,1,1,3,2,8,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,3,4,5,1
129,3,1,3,1,1,3,1,1,1,1,1,6,1,1,1,2,1,1,8,1,6,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,9,9,8,1
130,1,1,3,1,3,1,2,1,1,3,1,1,1,1,1,2,3,1,7,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,5,1,4,3,1,8,8,7,1
131,1,1,1,1,2,3,2,2,1,1,2,1,1,1,1,2,1,1,8,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,4,5,1
132,1,1,5,1,3,1,1,1,1,2,1,1,1,1,1,2,1,1,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,4,1,1,5,5,6,1
133,1,1,4,1,4,2,1,1,1,1,1,3,2,1,1,1,2,2,4,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,6,6,1
134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,1,2,4,1,7,6,4,1
135,1,2,3,1,1,1,1,1,1,1,2,2,1,1,1,3,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,4,6,9,1
136,1,2,3,1,1,1,1,1,1,1,2,2,1,1,1,3,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,4,6,9,1
137,3,1,3,1,3,3,1,1,1,1,1,2,2,1,1,2,3,1,5,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,8,6,7,1
138,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,5,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
139,1,1,1,1,4,1,1,1,2,1,1,6,1,1,1,3,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,3,4,4,1
140,3,1,3,1,3,3,1,1,1,1,1,2,2,1,1,2,3,1,5,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,8,6,7,1
141,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,6,6,2,1
142,3,2,3,1,1,1,1,1,2,2,2,4,2,1,1,1,2,1,7,1,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,2,9,9,9,1
143,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,6,6,2,1
144,1,1,5,1,1,1,1,1,1,1,1,5,1,1,1,3,1,3,8,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,0,1,1
145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,1,2,4,1,8,6,4,1
146,3,1,3,1,3,3,1,1,1,1,1,2,2,1,1,2,3,1,5,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,8,6,7,1
147,1,1,4,1,2,1,1,1,1,2,2,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,8,9,9,1
148,2,1,5,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,2,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,5,7,5,1
149,1,1,2,1,3,3,1,2,2,3,2,3,1,1,1,3,3,2,5,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,2,5,5,1
150,3,1,3,1,1,3,1,1,1,1,1,2,2,1,1,1,3,3,7,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,5,5,1
151,1,2,4,1,4,1,2,1,1,1,1,3,2,1,1,2,3,1,7,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,4,1,8,9,6,1
152,3,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,3,3,8,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,2,1
153,1,1,4,1,3,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,1,1,4,5,5,1
154,1,1,5,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,5,7,1
155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,8,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,1
156,1,1,1,1,4,1,2,2,2,3,1,1,1,1,1,1,3,1,4,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,9,9,7,1
157,1,1,1,1,4,3,2,1,1,1,1,1,2,1,1,2,2,2,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,8,7,5,1
158,3,1,1,1,3,3,1,1,1,2,1,6,1,1,1,1,3,1,3,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,8,9,6,1
159,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,9,9,8,1
160,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,9,9,8,1
161,3,1,3,1,1,1,1,2,1,1,1,5,1,1,1,1,2,2,6,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,4,1,7,4,5,1
162,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,3,2,2,7,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,6,7,8,1
163,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,6,4,5,1
164,3,1,3,1,1,1,1,2,1,1,1,5,1,1,1,1,2,2,6,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,4,1,7,4,5,1
165,3,1,4,1,1,1,2,1,1,1,1,6,1,1,1,1,3,3,8,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,1,1,7,6,5,1
166,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,7,5,1
167,1,2,3,1,2,1,1,1,1,1,1,4,1,1,1,2,1,3,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,7,8,7,1
168,1,1,4,1,2,1,1,1,1,2,1,1,1,1,1,1,1,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,8,9,9,1
169,1,1,1,1,1,1,2,1,1,2,1,5,2,1,1,1,1,2,8,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,9,7,6,1
170,3,1,5,1,1,1,1,1,2,1,2,1,1,1,1,3,1,1,4,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,3,1,1,8,8,8,1
171,2,1,1,1,2,2,1,2,1,1,1,3,1,1,1,1,2,1,3,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,7,7,8,1
172,1,1,5,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,6,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,1,5,1,1,4,5,6,1
173,1,1,3,1,3,1,1,1,1,2,1,1,1,1,1,2,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,5,1,1,3,5,5,1
174,1,1,1,1,1,3,1,2,1,2,2,6,1,1,1,1,3,1,7,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,5,3,1
175,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,8,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,5,4,1
176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
177,3,1,1,1,3,1,1,1,1,2,1,5,1,1,1,2,1,1,8,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,3,2,5,6,6,1
178,1,2,4,1,2,1,1,1,1,1,1,4,1,1,1,2,1,3,6,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,7,9,7,1
179,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,8,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,5,4,1
180,2,1,2,1,1,3,1,1,1,3,2,3,2,1,1,1,1,1,6,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,8,9,8,1
181,2,1,2,1,1,3,1,1,1,3,2,3,2,1,1,1,1,1,6,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,7,8,8,1
182,3,1,1,1,3,3,1,1,1,2,1,6,1,1,1,1,3,1,3,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,8,9,6,1
183,3,1,1,1,3,1,1,1,1,2,1,5,1,1,1,2,1,1,8,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,3,2,5,6,6,1
184,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,4,1
185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,0,0,0,1
186,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,7,1
187,1,1,1,1,4,1,2,1,1,1,1,6,1,1,1,3,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,8,3,1
188,3,1,1,1,3,3,1,1,1,3,1,6,1,1,1,3,3,2,8,1,5,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,3,3,1,6,8,7,1
189,1,1,1,1,4,3,2,1,1,1,1,1,2,1,1,2,2,1,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,7,7,5,1
190,1,2,4,1,3,3,2,2,1,1,2,6,1,1,1,3,1,3,5,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1
191,1,1,5,1,3,1,1,1,1,1,1,4,1,1,1,1,3,1,8,1,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,6,7,6,1
192,1,2,1,1,3,1,1,1,1,2,1,4,1,1,1,3,1,3,3,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,4,5,1
193,1,1,4,1,2,1,1,1,1,2,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,8,9,9,1
194,2,1,1,1,2,2,1,2,1,1,1,3,1,1,1,1,2,1,3,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,7,7,8,1
195,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,1,5,4,3,1
196,3,1,5,1,3,1,2,1,1,1,1,3,1,1,1,2,3,1,8,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,4,1,8,8,6,1
197,2,1,1,1,2,2,1,2,1,1,1,3,1,1,1,1,2,1,3,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,7,7,8,1
198,3,1,5,1,3,1,2,1,1,1,1,3,1,1,1,2,3,1,8,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,4,1,8,8,6,1
199,3,2,1,1,1,1,2,1,1,2,1,1,1,1,1,3,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,6,5,4,1
200,1,2,3,1,4,1,2,1,1,1,1,3,2,1,1,2,3,1,7,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,4,1,8,9,7,1
201,1,1,3,1,4,1,1,1,1,2,1,2,1,1,1,2,3,1,6,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,5,3,1,7,8,7,1
202,1,1,3,1,4,1,1,1,1,2,1,2,1,1,1,2,3,1,6,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,5,3,1,7,8,7,1
203,3,1,3,1,2,1,2,1,1,1,1,3,1,1,1,1,3,2,3,1,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,7,7,6,1
204,3,1,1,1,3,3,1,2,1,1,2,1,2,1,1,1,3,3,5,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,6,6,8,1
205,1,1,5,1,3,1,1,1,1,2,1,1,1,1,1,2,1,1,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,4,1,1,5,5,6,1
206,1,1,4,1,3,1,1,1,1,2,1,1,1,1,1,2,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,5,1,1,4,5,5,1
207,1,1,5,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,8,1,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,6,7,6,1
208,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,6,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,4,4,4,1
209,2,1,2,1,4,2,2,2,1,3,1,4,1,1,1,2,1,2,7,1,6,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,9,9,9,1
210,2,2,2,1,1,3,1,1,1,3,2,3,2,1,1,1,1,1,6,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,6,8,8,1
211,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,3,1
212,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,9,9,7,1
213,3,1,5,1,3,1,2,1,1,1,1,3,1,1,1,2,3,1,8,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,4,1,8,8,6,1
214,1,1,1,1,4,1,1,1,1,1,1,3,1,1,1,1,3,1,7,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3,1
215,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,7,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,1,9,7,4,1
216,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,9,1
217,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,9,1
218,2,1,5,1,2,3,2,1,2,2,2,5,1,1,1,2,2,3,6,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,9,9,9,1
219,1,1,3,1,3,1,1,1,2,1,1,1,1,1,1,3,3,1,4,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,4,4,1,6,8,7,1
220,3,1,3,1,1,1,1,2,1,1,1,5,1,1,1,1,2,2,6,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,4,1,7,4,5,1
221,3,1,4,1,4,1,2,1,1,2,1,4,1,1,1,2,1,1,8,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,3,4,4,1
222,1,1,2,1,1,1,1,1,2,2,2,4,1,1,1,2,1,2,6,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,9,9,9,1
223,2,1,3,1,2,1,2,1,1,1,1,4,1,1,1,3,1,2,6,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,2,1,6,7,8,1
